Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Quantity,Shipping Charge,Shipping Description,Price_per_item,Profit_percent,Total_Cost_Price,Total_Sale_price,Final_Price
2660,CA-2015-135538,12/24/2015,12/28/2015,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,4,10,Shipping within 10 Days,220.96,10,883.84,972.224,982.224
2661,CA-2017-123372,11/28/2017,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,11,10,Shipping within 10 Days,179.99,10,1979.89,2177.879,2187.879
2662,CA-2017-123372,11/28/2017,12/2/2017,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",2,10,Shipping within 10 Days,39.98,10,79.96,87.95599999999999,97.95599999999999
2663,CA-2017-159604,4/14/2017,4/15/2017,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2,20,Shipping within 2 days,4.38,5,8.76,9.198,29.198
2664,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,1,20,Shipping within 2 days,3.984,20,3.984,4.7808,24.7808
2665,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,3,20,Shipping within 2 days,123.54,20,370.62,444.744,464.744
2666,CA-2016-164784,5/1/2016,5/4/2016,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,2,20,Shipping within 2 days,1.371,20,2.742,3.2904,23.290399999999998
2667,CA-2016-111794,10/1/2016,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3,30,Delivery on Same Day,26.504,20,79.512,95.4144,125.4144
2668,CA-2016-111794,10/1/2016,10/1/2016,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,1,30,Delivery on Same Day,28.352,20,28.352,34.022400000000005,64.0224
2669,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",1,10,Shipping within 10 Days,40.784,5,40.784,42.8232,52.8232
2670,US-2015-139759,8/25/2015,8/30/2015,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,4,10,Shipping within 10 Days,26.49,5,105.96,111.258,121.258
2671,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,3,15,Shipping within a week,55.48,10,166.44,183.084,198.084
2672,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,6,15,Shipping within a week,130.98,10,785.8799999999999,864.4679999999998,879.4679999999998
2673,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,2,15,Shipping within a week,13.1,10,26.2,28.82,43.82
2674,CA-2014-126403,9/9/2014,9/12/2014,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,5,15,Shipping within a week,265.16999999999996,10,1325.85,1458.435,1473.435
2675,CA-2017-136875,12/3/2017,12/3/2017,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,3,30,Delivery on Same Day,55.48,20,166.44,199.728,229.728
2676,CA-2017-132185,11/27/2017,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,5,10,Shipping within 10 Days,1.752,20,8.76,10.512,20.512
2677,CA-2017-132185,11/27/2017,12/2/2017,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,1,10,Shipping within 10 Days,43.584,20,43.584,52.3008,62.3008
2678,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",7,30,Delivery on Same Day,1.5839999999999999,20,11.088,13.305599999999998,43.3056
2679,US-2014-160780,6/21/2014,6/21/2014,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders",2,30,Delivery on Same Day,12.582,20,25.164,30.196800000000003,60.1968
2680,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,5,10,Shipping within 10 Days,2.88,5,14.399999999999999,15.12,25.119999999999997
2681,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,5,10,Shipping within 10 Days,123.99000000000001,5,619.95,650.9475,660.9475
2682,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10001196,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",4,10,Shipping within 10 Days,22.38,5,89.52,93.996,103.996
2683,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-MA-10002981,Technology,Machines,I.R.I.S IRISCard Anywhere 5 Card Scanner,3,10,Shipping within 10 Days,116.991,5,350.973,368.52165,378.52165
2684,CA-2017-127026,1/21/2017,1/27/2017,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003601,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",1,10,Shipping within 10 Days,164.99,5,164.99,173.23950000000002,183.23950000000002
2685,CA-2017-137085,6/29/2017,7/6/2017,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,9,10,Shipping within 10 Days,34.728,20,312.552,375.0624,385.0624
2686,CA-2016-133123,9/6/2016,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",3,10,Shipping within 10 Days,31.983999999999998,20,95.952,115.1424,125.1424
2687,CA-2016-133123,9/6/2016,9/11/2016,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,2,10,Shipping within 10 Days,1.602,20,3.204,3.8448,13.8448
2688,US-2016-128195,8/4/2016,8/5/2016,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,5,20,Shipping within 2 days,0.796,20,3.9800000000000004,4.776000000000001,24.776
2689,CA-2015-153220,11/12/2015,11/14/2015,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",5,20,Shipping within 2 days,3.1399999999999997,10,15.7,17.27,37.269999999999996
2690,CA-2014-123064,6/30/2014,7/2/2014,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4,20,Shipping within 2 days,1.312,20,5.248,6.2976,26.2976
2691,CA-2017-156412,12/4/2017,12/8/2017,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3,10,Shipping within 10 Days,1.782,20,5.346,6.4152000000000005,16.4152
2692,US-2016-144211,8/28/2016,9/2/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",3,10,Shipping within 10 Days,5.16,20,15.48,18.576,28.576
2693,US-2016-144211,8/28/2016,9/2/2016,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,TEC-PH-10002890,Technology,Phones,AT&T 17929 Lendline Telephone,3,10,Shipping within 10 Days,36.192,20,108.576,130.2912,140.2912
2694,CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",5,10,Shipping within 10 Days,21.98,10,109.9,120.89000000000001,130.89000000000001
2695,CA-2014-143182,10/15/2014,10/20/2014,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",1,10,Shipping within 10 Days,15.384,20,15.384,18.4608,28.4608
2696,CA-2016-161662,2/7/2016,2/9/2016,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,2,20,Shipping within 2 days,15.176,20,30.352,36.4224,56.4224
2697,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,4,10,Shipping within 10 Days,205.325,5,821.3,862.365,872.365
2698,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit,6,10,Shipping within 10 Days,3773.08,5,22638.48,23770.404,23780.404
2699,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,4,10,Shipping within 10 Days,5.344,5,21.376,22.4448,32.4448
2700,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,3,10,Shipping within 10 Days,2.672,5,8.016,8.4168,18.416800000000002
2701,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",2,10,Shipping within 10 Days,15.384,5,30.768,32.306400000000004,42.306400000000004
2702,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,3,10,Shipping within 10 Days,6.312,5,18.936,19.8828,29.8828
2703,CA-2014-145317,3/18/2014,3/23/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",3,10,Shipping within 10 Days,40.784,5,122.352,128.4696,138.4696
2704,CA-2014-143413,5/24/2014,5/30/2014,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,3,10,Shipping within 10 Days,38.76,20,116.28,139.536,149.536
2705,CA-2017-156818,7/11/2017,7/13/2017,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,6,15,Shipping within a week,22.099999999999998,20,132.6,159.12,174.12
2706,CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,2,10,Shipping within 10 Days,8.34,5,16.68,17.514,27.514
2707,CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001246,Office Supplies,Paper,Xerox 215,3,10,Shipping within 10 Days,6.48,5,19.44,20.412000000000003,30.412000000000003
2708,CA-2017-155873,6/16/2017,6/21/2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,4,10,Shipping within 10 Days,48.04,5,192.16,201.768,211.768
2709,CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",7,10,Shipping within 10 Days,32.480000000000004,20,227.36,272.832,282.832
2710,CA-2015-121797,1/30/2015,2/6/2015,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,3,10,Shipping within 10 Days,639.9920000000001,20,1919.976,2303.9712,2313.9712
2711,US-2015-120572,12/11/2015,12/15/2015,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,2,10,Shipping within 10 Days,6.414,20,12.828,15.3936,25.3936
2712,CA-2017-132430,10/9/2017,10/11/2017,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,4,20,Shipping within 2 days,11.472,10,45.888,50.4768,70.4768
2713,CA-2017-146031,7/29/2017,8/1/2017,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,9,15,Shipping within a week,6.68,20,60.12,72.144,87.144
2714,CA-2014-110100,4/25/2014,4/29/2014,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,3,10,Shipping within 10 Days,100.79199999999999,20,302.376,362.85119999999995,372.85119999999995
2715,CA-2015-103723,12/1/2015,12/6/2015,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,5,10,Shipping within 10 Days,2.7800000000000002,5,13.900000000000002,14.595000000000002,24.595000000000002
2716,CA-2014-127187,12/4/2014,12/8/2014,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,2,10,Shipping within 10 Days,64.99,10,129.98,142.97799999999998,152.97799999999998
2717,CA-2017-128475,8/26/2017,9/1/2017,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,2,10,Shipping within 10 Days,35.99,5,71.98,75.57900000000001,85.57900000000001
2718,CA-2014-100006,9/7/2014,9/13/2014,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,3,10,Shipping within 10 Days,125.99000000000001,20,377.97,453.564,463.564
2719,CA-2017-144827,12/21/2017,12/27/2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",2,10,Shipping within 10 Days,62.18,20,124.36,149.232,159.232
2720,CA-2014-110030,12/6/2014,12/8/2014,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,3,15,Shipping within a week,7.992,20,23.976,28.7712,43.7712
2721,CA-2014-121286,11/4/2014,11/8/2014,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,3,15,Shipping within a week,2.792,10,8.376,9.2136,24.2136
2722,CA-2014-121286,11/4/2014,11/8/2014,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,5,15,Shipping within a week,11.648,10,58.239999999999995,64.064,79.064
2723,CA-2016-164735,4/14/2016,4/19/2016,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,5,15,Shipping within a week,16.240000000000002,20,81.20000000000002,97.44000000000003,112.44000000000003
2724,CA-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,5,10,Shipping within 10 Days,2.8899999999999997,20,14.45,17.34,27.34
2725,CA-2014-153479,10/4/2014,10/8/2014,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,2,10,Shipping within 10 Days,47.824,20,95.648,114.77759999999999,124.77759999999999
2726,CA-2017-149888,11/7/2017,11/13/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,5,10,Shipping within 10 Days,71.994,20,359.97,431.96400000000006,441.96400000000006
2727,CA-2017-149888,11/7/2017,11/13/2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-TA-10000849,Furniture,Tables,Bevis Rectangular Conference Tables,4,10,Shipping within 10 Days,87.588,20,350.352,420.4224,430.4224
2728,CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,1,20,Shipping within 2 days,1.641,20,1.641,1.9692,21.9692
2729,CA-2017-119193,12/22/2017,12/24/2017,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,7,20,Shipping within 2 days,89.994,20,629.958,755.9495999999999,775.9495999999999
2730,CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,3,10,Shipping within 10 Days,2.21,20,6.63,7.9559999999999995,17.956
2731,CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,4,10,Shipping within 10 Days,199.99,20,799.96,959.952,969.952
2732,CA-2017-104801,2/13/2017,2/19/2017,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1,10,Shipping within 10 Days,107.53,20,107.53,129.036,139.036
2733,CA-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",2,10,Shipping within 10 Days,36.99,20,73.98,88.77600000000001,98.77600000000001
2734,CA-2014-107594,7/2/2014,7/6/2014,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,1,10,Shipping within 10 Days,5.58,20,5.58,6.696,16.695999999999998
2735,CA-2015-129770,2/21/2015,2/23/2015,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,4,15,Shipping within a week,12.28,20,49.12,58.943999999999996,73.94399999999999
2736,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,3,10,Shipping within 10 Days,125.99000000000001,20,377.97,453.564,463.564
2737,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4 x 11",7,10,Shipping within 10 Days,6.04,20,42.28,50.736000000000004,60.736000000000004
2738,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,3,10,Shipping within 10 Days,99.99000000000001,20,299.97,359.96400000000006,369.96400000000006
2739,CA-2015-115798,11/13/2015,11/19/2015,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,2,10,Shipping within 10 Days,44.99,20,89.98,107.976,117.976
2740,CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,4,20,Shipping within 2 days,119.31,10,477.24,524.964,544.964
2741,CA-2017-122707,4/16/2017,4/18/2017,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,2,20,Shipping within 2 days,12.99,10,25.98,28.578,48.578
2742,CA-2016-165015,2/25/2016,2/27/2016,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staple envelope,5,15,Shipping within a week,9.344,20,46.72,56.064,71.064
2743,CA-2014-149244,11/4/2014,11/8/2014,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",2,10,Shipping within 10 Days,17.67,20,35.34,42.408,52.408
2744,CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",6,15,Shipping within a week,42.94,10,257.64,283.404,298.404
2745,CA-2015-140144,6/20/2015,6/25/2015,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,3,15,Shipping within a week,41.992,10,125.976,138.5736,153.5736
2746,CA-2017-163321,8/7/2017,8/11/2017,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,1,15,Shipping within a week,79.992,20,79.992,95.99040000000001,110.99040000000001
2747,CA-2014-155887,5/12/2014,5/17/2014,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",3,10,Shipping within 10 Days,233.352,20,700.056,840.0672000000001,850.0672000000001
2748,US-2015-165449,11/22/2015,11/26/2015,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,4,10,Shipping within 10 Days,6.792,5,27.168,28.5264,38.526399999999995
2749,CA-2015-110247,12/4/2015,12/8/2015,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,3,10,Shipping within 10 Days,2.7420000000000004,20,8.226,9.871200000000002,19.8712
2750,US-2014-141257,6/8/2014,6/14/2014,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",3,10,Shipping within 10 Days,195.184,20,585.552,702.6624,712.6624
2751,CA-2014-154669,8/8/2014,8/11/2014,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,11,15,Shipping within a week,38.48,20,423.28,507.936,522.9359999999999
2752,CA-2014-158029,5/26/2014,5/30/2014,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,2,10,Shipping within 10 Days,112.648,20,225.296,270.35519999999997,280.35519999999997
2753,CA-2015-155306,4/17/2015,4/21/2015,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,2,10,Shipping within 10 Days,2.78,20,5.56,6.672,16.672
